
Gene.name,Chromosome,Start,end
RP11-278A23.1,16,87693537,87696147
KLHDC4,16,87696485,87765992
RP4-536B24.4,16,87773488,87779374
RP4-536B24.3,16,87780134,87806476
SLC7A5,16,87830023,87869488
RP4-536B24.2,16,87836532,87837663
CA5A,16,87881546,87936529
BANP,16,87949244,88118422
RP11-863P13.5,16,88079161,88087383
RP11-863P13.6,16,88087387,88087932
RP11-863P13.4,16,88088041,88100985
RP11-863P13.1,16,88177289,88178646
RP11-863P13.3,16,88177298,88178941
RP11-863P13.2,16,88191486,88193667
LA16c-444G7.2,16,88194281,88195217
LA16c-444G7.1,16,88234785,88302511
ZNF469,16,88427471,88440757
ZFPM1,16,88453317,88537016
RP11-21B21.4,16,88512960,88531053
ZC3H18,16,88570381,88631966
IL17C,16,88638591,88640473
CYBA,16,88643283,88651152
MVD,16,88651935,88663161
SNAI3-AS1,16,88663298,88687186
SNAI3,16,88677682,88686493
AC138028.1,16,88686544,88687053
RNF166,16,88696495,88706421
RP5-1142A6.5,16,88696501,88698610
CTU2,16,88706463,88715386
RP5-1142A6.10,16,88708956,88710437
PIEZO1,16,88715343,88785211
RP5-1142A6.9,16,88718615,88720459
RP5-1142A6.2,16,88731180,88741425
RP5-1142A6.7,16,88741631,88742367
RP5-1142A6.8,16,88742767,88745748
CDT1,16,88803213,88809258
APRT,16,88809339,88811944
GALNS,16,88813734,88856970
AC092384.1,16,88827958,88828137
TRAPPC2L,16,88856220,88862686
PABPN1L,16,88863333,88866660
CBFA2T3,16,88874858,88977204
RP11-830F9.5,16,88881038,88887136
RP11-830F9.6,16,88939789,88951524
CTD-2555A7.1,16,88984032,88995369
CTD-2555A7.2,16,89046172,89052965
ACSF3,16,89088375,89155846
CTD-2555A7.3,16,89113175,89115279
LINC00304,16,89159146,89164245
RP11-46C24.3,16,89166383,89169147
CDH15,16,89171767,89195492
SLC22A31,16,89195761,89201664
RP11-46C24.7,16,89215211,89217653
ZNF778,16,89217703,89237071
RP11-46C24.6,16,89226807,89228692
ANKRD11,16,89267627,89490561
AC137932.4,16,89268104,89273044
AC137932.5,16,89297508,89298317
AC137932.6,16,89321133,89325110
SPG7,16,89490917,89557768
RP11-104N10.1,16,89492017,89504460
RPL13,16,89560657,89566828
CPNE7,16,89575768,89597246
DPEP1,16,89613308,89638456
CHMP1A,16,89644431,89657845
SPATA33,16,89657802,89671272
CDK10,16,89680737,89696364
RP11-368I7.4,16,89682620,89686569
RP11-368I7.6,16,89684642,89685304
SPATA2L,16,89696343,89701705
VPS9D1,16,89707134,89720986
VPS9D1-AS1,16,89711856,89718165
ZNF276,16,89720400,89740903
FANCA,16,89737549,89816657
SPIRE2,16,89818179,89871319
TCF25,16,89873586,89911384
MC1R,16,89912119,89920977
RP11-566K11.2,16,89919165,89936092
RP11-566K11.4,16,89919827,89922662
TUBB3,16,89921392,89938761
DEF8,16,89947925,89968060
CENPBD1,16,89969791,89972534
RP11-566K11.5,16,89969791,89972544
DBNDD1,16,90004865,90020128
GAS8,16,90019629,90044975
GAS8-AS1,16,90028908,90029367
PRDM7,16,90056566,90092072
FAM157C,16,90102271,90186204
RP11-356C4.3,16,90105095,90106316
RP11-356C4.5,16,90110574,90168225
AC137934.1,16,90185997,90222678
RP11-1228E12.1,17,64099,76866
RP11-1228E12.2,17,88641,118578
SCGB1C2,17,137526,139067
DOC2B,17,142789,181636
AC108004.2,17,183824,191587
RPH3AL,17,212389,386254
RP11-1260E13.1,17,321392,322453
RP11-1260E13.2,17,352638,357581
RP11-1260E13.3,17,354737,356882
AC108004.3,17,404468,414023
C17orf97,17,410327,431062
FAM101B,17,439978,445939
RP5-1029F21.3,17,503171,511347
VPS53,17,508668,721717
RP5-1029F21.4,17,523140,540576
RP5-1029F21.2,17,552566,553417
FAM57A,17,732412,742972
GEMIN4,17,744414,753999
GLOD4,17,757097,783390
RP11-676J12.4,17,763565,765319
AC087392.1,17,775201,775574
RNMTL1,17,782273,792509
RP11-676J12.8,17,789744,790525
RP11-676J12.9,17,795306,795794
NXN,17,799313,979770
RP11-676J12.6,17,877902,880093
RP11-676J12.7,17,909632,911212
TIMM22,17,997117,1003671
ABR,17,1003518,1229021
AC016292.1,17,1181893,1185086
AC144836.1,17,1241939,1254000
BHLHA9,17,1270559,1271460
TUSC5,17,1279663,1300987
YWHAE,17,1344272,1400378
CRK,17,1420689,1463162
RP11-818O24.3,17,1424473,1426484
MYO1C,17,1464098,1492812
INPP5K,17,1494571,1516888
PITPNA-AS1,17,1516931,1518096
PITPNA,17,1517718,1562816
SLC43A2,17,1569267,1628886
SCARF1,17,1633858,1645747
RILP,17,1646145,1650077
PRPF8,17,1650629,1684882
RP11-961A15.3,17,1684726,1685151
TLCD2,17,1702790,1710438
MIR22HG,17,1711493,1717174
WDR81,17,1716523,1738599
RP11-961A15.1,17,1725748,1738585
SERPINF2,17,1742836,1755268
SERPINF1,17,1761959,1777574
SMYD4,17,1779485,1830634
RPA1,17,1829702,1900082
RTN4RL1,17,1934677,2025345
CTD-2545H1.2,17,1995614,2003671
AC099684.1,17,2017716,2020706
DPH1,17,2030110,2043430
OVCA2,17,2041936,2043430
RP11-667K14.4,17,2042900,2043425
RP11-667K14.3,17,2043475,2044968
HIC1,17,2054154,2063241
SMG6,17,2059839,2303771
RP11-667K14.5,17,2089681,2101560
AC090617.1,17,2213697,2214414
AL450226.2,17,2232680,2233610
SRR,17,2303383,2325260
TSR1,17,2322503,2337507
SGSM2,17,2337498,2381058
RP1-59D14.10,17,2366589,2366791
RP1-59D14.5,17,2375061,2379306
MNT,17,2384060,2401118
RP1-59D14.1,17,2384847,2386664
METTL16,17,2405562,2511891
PAFAH1B1,17,2593210,2685615
RP11-74E22.5,17,2683305,2685088
RP11-74E22.6,17,2688473,2688960
CLUH,17,2689386,2712663
RP11-74E22.3,17,2712309,2712833
RP11-74E22.8,17,2720801,2723947
hsa-mir-1253,17,2748078,2748182
RAP1GAP2,17,2777056,3037739
CTD-3060P21.1,17,2962248,2965895
OR1D5,17,3062669,3063607
OR1D2,17,3092058,3092996
OR1G1,17,3126584,3127581
CTD-2309O5.3,17,3134969,3177031
OR1A2,17,3197519,3198448
OR1A1,17,3215621,3216550
OR3A2,17,3277899,3278974
OR3A1,17,3291635,3292600
OR1E1,17,3397104,3398410
OR3A3,17,3420568,3421533
OR1E2,17,3432870,3433841
SPATA22,17,3440019,3513852
ASPA,17,3472374,3503419
TRPV3,17,3510502,3557995
TRPV1,17,3565444,3609411
RP11-235E17.2,17,3585149,3636249
SHPK,17,3608262,3636322
CTNS,17,3636468,3661542
RP11-235E17.6,17,3655621,3658092
TAX1BP3,17,3662896,3668682
P2RX5-TAX1BP3,17,3663063,3696194
EMC6,17,3668815,3669668
P2RX5,17,3672199,3696404
ITGAE,17,3714628,3801243
CTD-3195I5.3,17,3721628,3722488
GSG2,17,3723903,3726699
CTD-3195I5.4,17,3729361,3730493
NCBP3,17,3802165,3846251
CAMKK1,17,3860315,3894891
P2RX1,17,3896592,3916500
ATP2A3,17,3923870,3964464
RP11-459C13.1,17,3977103,3981899
ZZEF1,17,4004445,4143020
CYB5D2,17,4143168,4187310
ANKFY1,17,4163907,4263977
RP11-810M2.2,17,4163910,4164713
RP11-104O19.4,17,4267691,4268430
UBE2G1,17,4269259,4366628
SPNS3,17,4433688,4488208
RP13-580F15.2,17,4481966,4486353
AC118754.4,17,4497394,4499674
SPNS2,17,4498838,4539035
MYBBP1A,17,4538897,4555631
GGT6,17,4556927,4560818
RP11-141J13.3,17,4565752,4571760
SMTNL2,17,4583999,4608319
RP11-141J13.5,17,4610449,4617650
ALOX15,17,4630902,4642294
PELP1,17,4669774,4704337
AC091153.4,17,4673830,4696831
RP11-314A20.2,17,4704230,4705529
ARRB2,17,4710489,4721499
MED11,17,4731428,4733610
RP11-314A20.5,17,4731756,4732371
CXCL16,17,4733526,4739922
ZMYND15,17,4740015,4746119
TM4SF5,17,4771884,4783213
VMO1,17,4785285,4786433
GLTPD2,17,4788959,4790390
PSMB6,17,4796144,4798503
RP11-81A22.5,17,4801159,4807013
PLD2,17,4807096,4823434
MINK1,17,4833388,4898061
CHRNE,17,4897774,4903074
C17orf107,17,4899418,4902932
GP1BA,17,4932297,4935030
SLC25A11,17,4937130,4940251
RNF167,17,4940008,4945222
PFN1,17,4945652,4949061
ENO3,17,4948092,4957131
SPAG7,17,4959226,4967872
CAMTA2,17,4967992,4987652
RP5-1050D4.3,17,4967995,4968822
RP5-1050D4.2,17,4972851,4974681
RP5-1050D4.4,17,4986466,4987324
RP5-1050D4.5,17,4987706,4988446
INCA1,17,4988130,4997610
KIF1C,17,4997948,5028401
AC109333.10,17,5019214,5020093
SLC52A1,17,5032600,5052009
RP11-46I8.3,17,5075678,5078113
ZFP3,17,5078248,5096374
ZNF232,17,5105541,5123116
USP6,17,5116438,5175034
ZNF594,17,5179536,5191883
RP11-333E1.1,17,5192084,5248069
SCIMP,17,5208961,5234860
RP11-333E1.2,17,5240508,5241543
RABEP1,17,5282265,5385812
NUP88,17,5360963,5420160
RP11-420A6.2,17,5364315,5371626
RPAIN,17,5419641,5432876
CTC-524C5.2,17,5425139,5432876
C1QBP,17,5432777,5448830
DHX33,17,5440912,5469060
CTC-524C5.5,17,5469092,5470360
DERL2,17,5471251,5486811
MIS12,17,5486285,5490814
NLRP1,17,5499427,5619424
WSCD1,17,5772234,6124427
AIPL1,17,6393693,6435199
FAM64A,17,6444415,6451469
PITPNM3,17,6451264,6556494
KIAA0753,17,6578148,6640927
CTC-281F24.5,17,6636780,6640316
TXNDC17,17,6640758,6644541
MED31,17,6643315,6651634
C17orf100,17,6651718,6693202
CTC-281F24.1,17,6653464,6655009
SLC13A5,17,6684713,6713567
XAF1,17,6755447,6775647
FBXO39,17,6776223,6797101
TEKT1,17,6789133,6831761
ALOX12-AS1,17,6876635,7012349
RP11-530N7.3,17,6954098,6978960
RP11-589P10.7,17,6985494,7019414
RP11-589P10.5,17,6994642,6995189
ALOX12,17,6996065,7010736
RNASEK,17,7012417,7014532
RNASEK-C17orf49,17,7012635,7017520
C17orf49,17,7014495,7017525
MIR497HG,17,7015818,7019659
BCL6B,17,7023020,7030290
SLC16A13,17,7036075,7040121
SLC16A11,17,7041630,7043923
CLEC10A,17,7074537,7080307
ASGR2,17,7101322,7115700
ASGR1,17,7173431,7179564
DLG4,17,7189890,7219702
ACADVL,17,7217125,7225273
DVL2,17,7225341,7234545
PHF23,17,7235028,7239722
GABARAP,17,7240014,7242770
CTD-2545G14.7,17,7240427,7244635
CTDNEP1,17,7243591,7252491
RP1-4G17.5,17,7246829,7262089
ELP5,17,7251416,7259940
CLDN7,17,7259903,7263983
SLC2A4,17,7281667,7288257
RP1-4G17.2,17,7282947,7284071
YBX2,17,7288252,7294615
EIF5A,17,7306999,7312463
GPS2,17,7311324,7315564
RP11-542C16.2,17,7312661,7319174
NEURL4,17,7315628,7329393
ACAP1,17,7336529,7351478
KCTD11,17,7351889,7354944
RP11-542C16.1,17,7352687,7354944
TMEM95,17,7355123,7357219
TNK1,17,7380534,7389774
TMEM256-PLSCR3,17,7389727,7404097
TMEM256,17,7402975,7404137
NLGN2,17,7404874,7419860
SPEM1,17,7420360,7421632
C17orf74,17,7425615,7427568
TMEM102,17,7435443,7437679
RP11-104H15.9,17,7436557,7437523
FGF11,17,7438273,7444937
RP11-104H15.8,17,7439159,7443327
CHRNB1,17,7445061,7457707
ZBTB4,17,7459366,7484263
SLC35G6,17,7481332,7483496
POLR2A,17,7484366,7514618
TNFSF12,17,7548891,7557890
TNFSF12-TNFSF13,17,7549099,7561601
RP11-186B7.7,17,7557820,7558245
TNFSF13,17,7558292,7561608
SENP3,17,7561875,7571969
SENP3-EIF4A1,17,7563287,7578715
EIF4A1,17,7572706,7579005
CD68,17,7579467,7582113
AC113189.5,17,7581964,7584072
MPDU1,17,7583529,7592789
SOX15,17,7588178,7590170
FXR2,17,7591230,7614871
SHBG,17,7613946,7633383
SAT2,17,7626234,7627876
ATP1B2,17,7646627,7657768
TP53,17,7661779,7687550
WRAP53,17,7686071,7703502
EFNB3,17,7705202,7711378
DNAH2,17,7717354,7833744
KDM6B,17,7839904,7854796
TMEM88,17,7855065,7856099
NAA38,17,7856685,7885238
CYB5D1,17,7857746,7862282
CHD3,17,7884806,7912760
AC025335.1,17,7913324,7915953
AC104581.1,17,7920952,7921254
KCNAB3,17,7921859,7929803
RP11-1099M24.7,17,7925931,7930622
TRAPPC1,17,7930345,7932123
CNTROB,17,7932101,7949918
GUCY2D,17,8002594,8020339
ALOX15B,17,8039017,8049134
RP11-599B13.3,17,8056225,8057621
ALOX12B,17,8072636,8087703
AC129492.6,17,8079482,8081565
ALOXE3,17,8095900,8119047
HES7,17,8120590,8124092
PER1,17,8140472,8156506
RP11-599B13.6,17,8150816,8162975
VAMP2,17,8159149,8163546
TMEM107,17,8173237,8176399
RP11-599B13.7,17,8176812,8182812
BORCS6,17,8188333,8190907
AC129492.1,17,8188933,8189688
AURKB,17,8204733,8210600
LINC00324,17,8220642,8224043
CTC1,17,8224821,8248044
PFAS,17,8247618,8270491
RP11-849F2.9,17,8277763,8278436
SLC25A35,17,8287763,8295343
RANGRF,17,8288497,8290092
ARHGEF15,17,8310241,8322516
AC135178.7,17,8318088,8318712
RP11-849F2.4,17,8337697,8338758
ODF4,17,8339864,8346046
RP11-849F2.5,17,8365563,8381328
KRBA2,17,8368637,8376711
RP11-849F2.7,17,8368638,8383187
RPL26,17,8377520,8383213
RNF222,17,8390704,8397826
NDEL1,17,8413131,8490411
MYH10,17,8474205,8630761
CCDC42,17,8729934,8745219
SPDYE4,17,8753106,8758559
MFSD6L,17,8797162,8799349
PIK3R6,17,8802723,8867677
PIK3R5,17,8878911,8965712
CTB-41I6.1,17,8965896,8967070
CTB-41I6.2,17,8967523,8976995
NTN1,17,9021542,9244000
RP11-85B7.2,17,9171068,9179118
RP11-85B7.5,17,9244666,9244897
STX8,17,9250471,9576591
RP11-85B7.4,17,9283174,9305651
AC087501.1,17,9452197,9470014
RP11-565F19.4,17,9464742,9467422
RP11-565F19.3,17,9547298,9548541
CFAP52,17,9576627,9643459
RP11-55L4.2,17,9638768,9645325
USP43,17,9644698,9729691
RP11-55L4.1,17,9647020,9647660
RP11-477N12.6,17,9764188,9805073
DHRS7C,17,9771434,9791297
GSG1L2,17,9802386,9822071
RP11-477N12.5,17,9805443,9811047
GLP2R,17,9822206,9892102
RCVRN,17,9896320,9905621
GAS7,17,9910609,10198551
RP11-401O9.4,17,10291820,10317926
MYH13,17,10298084,10373130
RP11-401O9.3,17,10320392,10341458
RP11-799N11.1,17,10383132,10537862
MYHAS,17,10383144,10623886
MYH8,17,10390322,10421950
MYH4,17,10443290,10469559
MYH1,17,10492307,10518543
MYH2,17,10521148,10549957
CTC-297N7.7,17,10579040,10623036
MYH3,17,10628526,10657309
CTC-297N7.1,17,10658542,10659082
SCO1,17,10672474,10698375
CTC-297N7.10,17,10680734,10683988
ADPRM,17,10697594,10711233
TMEM220,17,10699015,10730316
TMEM220-AS1,17,10729777,10815164
CTC-297N7.9,17,10741267,10769016
RP11-963H4.5,17,10792059,10794985
LINC00675,17,10794913,10804099
PIRT,17,10822475,10838445
RP11-963H4.3,17,10849541,10880895
SHISA6,17,11241263,11564063
RP11-680C21.1,17,11288205,11290811
DNAH9,17,11598431,11969748
RP11-628O18.1,17,11874932,11875828
RP11-1096G20.5,17,11953889,11977594
ZNF18,17,11977439,11997510
MAP2K4,17,12020824,12143830
RP11-471L13.2,17,12201600,12215267
LINC00670,17,12549782,12642854
MYOCD,17,12665890,12768949
AC005358.3,17,12671862,12706135
RP11-1090M7.1,17,12760140,12790242
ARHGAP44,17,12789539,12991643
RP11-597M12.2,17,12982613,12983002
RP11-597M12.1,17,12990149,12990610
ELAC2,17,12992391,13018187
RP11-488L1.1,17,13095908,13100928
AC003664.1,17,13299184,13306760
HS3ST3A1,17,13495689,13601927
RP11-131K5.2,17,13909231,13911212
AC005304.1,17,13932720,13940594
RP11-131K5.1,17,13957748,13966952
COX10,17,14069496,14208677
AC005224.2,17,14210488,14217922
CDRT15,17,14235673,14236862
RP11-214O1.1,17,14295512,14297600
HS3ST3B1,17,14301083,14349404
RP11-214O1.2,17,14303854,14305505
RP11-214O1.3,17,14327335,14329474
AC022816.2,17,14374139,14421026
AC013248.2,17,14725729,14729686
AC005863.1,17,14767583,14780203
AC005863.2,17,14834638,14900554
AC005772.2,17,15014805,15052276
CDRT7,17,15030975,15031957
CDRT8,17,15105237,15106187
PMP22,17,15229777,15265326
RP11-849N15.1,17,15261015,15265707
AC005703.3,17,15267461,15272290
AC005703.2,17,15276562,15279477
TEKT3,17,15303811,15341641
RP11-849N15.4,17,15379864,15417878
CDRT4,17,15436015,15503608
TVP23C-CDRT4,17,15436021,15563561
TVP23C,17,15502264,15563595
RP11-385D13.3,17,15530773,15531089
CDRT1,17,15565483,15619704
RP11-385D13.1,17,15571491,15651653
TRIM16,17,15627960,15684311
RP11-640I15.1,17,15651590,15654489
ZNF286A,17,15699577,15720787
TBC1D26,17,15699692,15749192
AC005324.6,17,15735023,15749192
AC005324.7,17,15761614,15763769
CTD-3157E16.1,17,15787787,15788205
CTD-3157E16.2,17,15789016,15789705
AC015922.6,17,15806241,15817742
ADORA2B,17,15944917,15975746
ZSWIM7,17,15976560,15999717
TTC19,17,15999380,16045015
CTC-529I10.1,17,16023323,16023653
NCOR1,17,16029157,16218185
CTC-529I10.2,17,16040472,16041273
PIGL,17,16217191,16351797
CENPV,17,16342534,16353656
UBB,17,16380798,16382745
RP11-138I1.4,17,16382152,16382669
RP11-138I1.2,17,16414524,16416689
TRPV2,17,16415542,16437003
RP11-138I1.3,17,16440479,16440952
LRRC75A,17,16441577,16492153
ZNF287,17,16551387,16569206
ZNF624,17,16620737,16653856
RP11-92B11.4,17,16653904,16654787
CCDC144A,17,16689537,16777881
RP11-219A15.1,17,16690261,16804453
RP11-92B11.3,17,16788248,16789234
RP11-219A15.2,17,16804627,16805707
RP11-219A15.5,17,16861146,16864223
TNFRSF13B,17,16929816,16972118
AC104024.1,17,16975999,16981353
AC104024.2,17,16988329,16990177
RP11-416I2.1,17,17011914,17014990
MPRIP,17,17042545,17217679
MPRIP-AS1,17,17076038,17077752
RP11-45M22.3,17,17167946,17185554
PLD6,17,17200995,17206315
RP11-45M22.4,17,17202649,17237185
FLCN,17,17212212,17237188
RP11-45M22.5,17,17235433,17236118
COPS3,17,17246820,17281293
NT5M,17,17303335,17347663
MED9,17,17476986,17493226
RASD1,17,17494437,17496395
PEMT,17,17505563,17591708
RP11-524F11.1,17,17507351,17508308
RP11-524F11.2,17,17591428,17610485
SMCR2,17,17674026,17677688
RAI1,17,17681473,17811453
RAI1-AS1,17,17759154,17770821
SMCR5,17,17776686,17779529
SREBF1,17,17810399,17837002
TOM1L2,17,17843511,17972422
RP1-253P7.4,17,17858227,17860041
DRC3,17,17972813,18016889
ATPAF2,17,17977409,18039209
GID4,17,18039292,18068404
DRG2,17,18087886,18107971
MYO15A,17,18108706,18179802
RP11-258F1.1,17,18172625,18184753
ALKBH5,17,18183078,18209954
LLGL1,17,18225587,18244875
FLII,17,18244836,18258916
MIEF2,17,18260534,18266552
RP1-178F10.1,17,18268080,18268828
TOP3A,17,18271428,18315007
SMCR8,17,18315310,18328055
SHMT1,17,18327860,18363563
EVPLL,17,18377662,18389647
RP1-37N7.1,17,18379855,18388984
FLJ35934,17,18411159,18414380
LGALS9C,17,18476737,18494945
FAM106A,17,18524566,18526846
TBC1D28,17,18635006,18661950
ZNF286B,17,18658429,18682262
TRIM16L,17,18697998,18736118
FBXW10,17,18744024,18779349
TVP23B,17,18780995,18806714
CTD-2145A24.5,17,18809956,18810940
PRPSAP2,17,18840085,18931287
CTD-2145A24.4,17,18859354,18861466
SLC5A10,17,18950345,19022595
AC090286.4,17,18951625,18954149
FAM83G,17,18968789,19004804
GRAP,17,19020673,19047637
RP11-160E2.17,17,19077775,19087878
RP11-160E2.19,17,19091069,19091825
RP11-160E2.6,17,19112000,19112636
GRAPL,17,19127469,19159176
CTC-457L16.2,17,19141017,19143689
AC007952.6,17,19155727,19159111
RP11-160E2.11,17,19160789,19162274
AC007952.4,17,19164209,19174436
RP11-160E2.16,17,19203825,19214045
EPN2,17,19215615,19336715
RP11-744A16.4,17,19219143,19222527
EPN2-AS1,17,19296596,19306261
RP11-135L13.4,17,19334308,19336127
B9D1,17,19337554,19378182
MAPK7,17,19377721,19383544
MFAP4,17,19383442,19387240
RNF112,17,19411125,19417276
CTB-187M2.2,17,19411786,19413118
AC004448.5,17,19417804,19492991
AC004448.2,17,19419035,19424357
CTB-187M2.1,17,19457080,19458399
SLC47A1,17,19495385,19579034
RP11-1113L8.1,17,19560111,19597922
ALDH3A2,17,19648136,19677598
CTD-2104P17.2,17,19649373,19649935
SLC47A2,17,19678288,19718979
RP11-311F12.1,17,19719059,19722428
RP11-311F12.2,17,19737682,19738542
ALDH3A1,17,19737984,19748943
ULK2,17,19770829,19867936
RP11-78O7.3,17,19868568,19868689
RP11-78O7.2,17,19896590,19897287
AKAP10,17,19904302,19978343
RP11-209D14.2,17,20008051,20009234
SPECC1,17,20009344,20319026
AC004702.2,17,20185082,20322973
RP11-434D2.2,17,20433206,20434285
LGALS9B,17,20449395,20467539
RP11-434D2.7,17,20507413,20508931
AC008088.4,17,20530042,20530881
RP11-434D2.3,17,20545371,20549952
RP11-434D2.12,17,20576667,20578748
CDRT15L2,17,20579724,20580911
AC087499.10,17,20612912,20633234
RP11-283C24.1,17,20788071,20789584
CCDC144NL,17,20836447,20896140
RP11-344E13.4,17,20855946,20857317
CCDC144NL-AS1,17,20868433,21002276
RP11-381P6.1,17,20963722,20980238
USP22,17,20999593,21043760
RP11-746M1.1,17,20999747,21000323
LINC01563,17,21075556,21090615
DHRS7B,17,21123364,21193265
TMEM11,17,21197280,21214624
AC087294.2,17,21214331,21230035
NATD1,17,21238870,21253410
MAP2K3,17,21284672,21315240
KCNJ12,17,21376197,21419872
RP11-728E14.3,17,21456513,21460215
RP11-728E14.2,17,21457434,21458989
RP11-822E23.7,17,21519514,21521269
C17orf51,17,21524790,21574458
RP11-822E23.2,17,21532974,21542786
KCNJ18,17,21692523,21704612
RP11-1109M24.16,17,22234328,22266362
RP11-1109M24.5,17,22266425,22288133
FAM27L,17,22298691,22299893
FLJ36000,17,22406019,22413744
RP11-744K17.1,17,22420022,22424731
MTRNR2L1,17,22523111,22524663
RP11-846F4.12,17,22524563,22525330
RP11-285M22.3,17,22676695,22692618
RP11-285M22.1,17,22692834,22693613
RP11-260A9.6,17,26989189,26999941
RP11-663N22.1,17,27237859,27241661
WSB1,17,27294076,27315926
RP11-173M1.4,17,27333256,27348491
KSR1,17,27456714,27626438
AC015688.3,17,27623364,27640777
RP11-19P22.8,17,27625484,27626438
LGALS9,17,27629798,27649560
RP11-19P22.5,17,27661549,27663658
NOS2,17,27756766,27800499
RP1-66C13.4,17,27798806,27893365
RP11-138P22.1,17,27874645,27881237
LYRM9,17,27878314,27894752
RP11-218F4.1,17,27929548,27974223
NLK,17,28041737,28196381
CTD-2008P7.10,17,28219285,28220005
